"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","TEXT_HEAVNZ613_01881_SEQ_00<tab>Maenne needs someone to check on her scouts.","TEXT_HEAVNZ613_01881_SEQ_00<tab>Maenne braucht deine Hilfe bei einem der Forschungstrupps.","","False","0x00000000","",""
"","TEXT_HEAVNZ613_01881_SEQ_01<tab>Maenne needs an extra hand to check up on the scouts dispatched to the northeast whilst she takes care of wounded dragoons in a different area of the Rookery. Head towards Easton Eyes and speak to the scouting party dragoon for news of their progress.","TEXT_HEAVNZ613_01881_SEQ_01<tab>Maenne bittet dich, den Forschungstrupp, der sich zurzeit im Ostblick aufhält, gegen die Drachen zu unterstützen.","","False","0x00000001","",""
"","TEXT_HEAVNZ613_01881_SEQ_02<tab>It seems that the blood dragons are making it difficult for the scouting party to make any progress at all. Slay three of them so the dragoons can continue their mission unscathed.","TEXT_HEAVNZ613_01881_SEQ_02<tab>Es scheint, als hätte der Nordosttrupp Schwie<var 16 /var>rig<var 16 /var>keiten, einen Beobachtungsposten zu errichten, da ihm immer wieder <var 32 ((BNpcName)) 06F20E2E030202 /var> in die Quere kommen. Erlege drei <var 32 ((BNpcName)) 06F20E2E030202 /var> und verschaffe dem Forschungstrupp ein wenig Luft!","","False","0x00000002","",""
"","TEXT_HEAVNZ613_01881_SEQ_03<tab>Thanks to your wealth of experience in the field of dragonslaying, you make quick work of the blood dragons. Report back to the scouting party dragoon to see if he made good on his promise to kill as many dragons as you.","TEXT_HEAVNZ613_01881_SEQ_03<tab>Du hast drei <var 32 ((BNpcName)) 06F20E2E030202 /var> erlegt. Erstatte dem Aufklärer des Nordosttrupps Bericht!","","False","0x00000003","",""
"","TEXT_HEAVNZ613_01881_SEQ_04<tab>The scouting dragoon is amazed that you made such quick work of the dragons, and is grateful that they are finally able to make a foothold in such dangerous territory.","TEXT_HEAVNZ613_01881_SEQ_04<tab>Der Aufklärer des Nordosttrupps ist dir dankbar für deine Hilfe und beeindruckt von deinen Fähigkeiten. Die Fertigstellung des Beobachtungspostens dürfte nur noch eine Frage der Zeit sein.","","False","0x00000004","",""
"","TEXT_HEAVNZ613_01881_SEQ_05<tab>","TEXT_HEAVNZ613_01881_SEQ_05<tab>","","False","0x00000005","",""
"","TEXT_HEAVNZ613_01881_SEQ_06<tab>","TEXT_HEAVNZ613_01881_SEQ_06<tab>","","False","0x00000006","",""
"","TEXT_HEAVNZ613_01881_SEQ_07<tab>","TEXT_HEAVNZ613_01881_SEQ_07<tab>","","False","0x00000007","",""
"","TEXT_HEAVNZ613_01881_SEQ_08<tab>","TEXT_HEAVNZ613_01881_SEQ_08<tab>","","False","0x00000008","",""
"","TEXT_HEAVNZ613_01881_SEQ_09<tab>","TEXT_HEAVNZ613_01881_SEQ_09<tab>","","False","0x00000009","",""
"","TEXT_HEAVNZ613_01881_SEQ_10<tab>","TEXT_HEAVNZ613_01881_SEQ_10<tab>","","False","0x0000000A","",""
"","TEXT_HEAVNZ613_01881_SEQ_11<tab>","TEXT_HEAVNZ613_01881_SEQ_11<tab>","","False","0x0000000B","",""
"","TEXT_HEAVNZ613_01881_SEQ_12<tab>","TEXT_HEAVNZ613_01881_SEQ_12<tab>","","False","0x0000000C","",""
"","TEXT_HEAVNZ613_01881_SEQ_13<tab>","TEXT_HEAVNZ613_01881_SEQ_13<tab>","","False","0x0000000D","",""
"","TEXT_HEAVNZ613_01881_SEQ_14<tab>","TEXT_HEAVNZ613_01881_SEQ_14<tab>","","False","0x0000000E","",""
"","TEXT_HEAVNZ613_01881_SEQ_15<tab>","TEXT_HEAVNZ613_01881_SEQ_15<tab>","","False","0x0000000F","",""
"","TEXT_HEAVNZ613_01881_SEQ_16<tab>","TEXT_HEAVNZ613_01881_SEQ_16<tab>","","False","0x00000010","",""
"","TEXT_HEAVNZ613_01881_SEQ_17<tab>","TEXT_HEAVNZ613_01881_SEQ_17<tab>","","False","0x00000011","",""
"","TEXT_HEAVNZ613_01881_SEQ_18<tab>","TEXT_HEAVNZ613_01881_SEQ_18<tab>","","False","0x00000012","",""
"","TEXT_HEAVNZ613_01881_SEQ_19<tab>","TEXT_HEAVNZ613_01881_SEQ_19<tab>","","False","0x00000013","",""
"","TEXT_HEAVNZ613_01881_SEQ_20<tab>","TEXT_HEAVNZ613_01881_SEQ_20<tab>","","False","0x00000014","",""
"","TEXT_HEAVNZ613_01881_SEQ_21<tab>","TEXT_HEAVNZ613_01881_SEQ_21<tab>","","False","0x00000015","",""
"","TEXT_HEAVNZ613_01881_SEQ_22<tab>","TEXT_HEAVNZ613_01881_SEQ_22<tab>","","False","0x00000016","",""
"","TEXT_HEAVNZ613_01881_SEQ_23<tab>","TEXT_HEAVNZ613_01881_SEQ_23<tab>","","False","0x00000017","",""
"","TEXT_HEAVNZ613_01881_TODO_00<tab>Speak with the northeastern scouting party dragoon.","TEXT_HEAVNZ613_01881_TODO_00<tab>Mit dem Aufklärer des Nordosttrupps sprechen","","False","0x00000018","",""
"","TEXT_HEAVNZ613_01881_TODO_01<tab>Slay blood dragons.","TEXT_HEAVNZ613_01881_TODO_01<tab><var 32 ((BNpcName)) 06F20E2E030202 /var> erlegen","","False","0x00000019","",""
"","TEXT_HEAVNZ613_01881_TODO_02<tab>Report to the northeastern scouting party dragoon.","TEXT_HEAVNZ613_01881_TODO_02<tab>Dem Aufklärer des Nordosttrupps Bericht erstatten","","False","0x0000001A","",""
"","TEXT_HEAVNZ613_01881_TODO_03<tab>","TEXT_HEAVNZ613_01881_TODO_03<tab>","","False","0x0000001B","",""
"","TEXT_HEAVNZ613_01881_TODO_04<tab>","TEXT_HEAVNZ613_01881_TODO_04<tab>","","False","0x0000001C","",""
"","TEXT_HEAVNZ613_01881_TODO_05<tab>","TEXT_HEAVNZ613_01881_TODO_05<tab>","","False","0x0000001D","",""
"","TEXT_HEAVNZ613_01881_TODO_06<tab>","TEXT_HEAVNZ613_01881_TODO_06<tab>","","False","0x0000001E","",""
"","TEXT_HEAVNZ613_01881_TODO_07<tab>","TEXT_HEAVNZ613_01881_TODO_07<tab>","","False","0x0000001F","",""
"","TEXT_HEAVNZ613_01881_TODO_08<tab>","TEXT_HEAVNZ613_01881_TODO_08<tab>","","False","0x00000020","",""
